ci95_high,ci95_low,mean,method,method_family,metric,n,ppl_model_family,prompt_sentiment_class,std
0.053980442629836034,0.05369772642491929,0.053859150957578095,v2_history,v2_autoregressive_sentiment_guide,latency_per_token,6,v2_gpt2_medium_conditional,all,0.00018776138665502245
1.727374164154753,1.7183272455974172,1.723492830642499,v2_history,v2_autoregressive_sentiment_guide,total_latency,6,v2_gpt2_medium_conditional,all,0.006008364372960718
0.8333333333333334,0.16666666666666666,0.5,v2_same_average,v2_autoregressive_sentiment_guide,alignment_success,6,v2_gpt2_medium_conditional,all,0.5
0.8327105293283239,0.16754013944106796,0.5002276250937333,v2_same_average,v2_autoregressive_sentiment_guide,target_probability,6,v2_gpt2_medium_conditional,all,0.49848392857157214
5.767280402759763,4.176899502294517,4.888575170509487,v2_same_average,v2_autoregressive_sentiment_guide,perplexity,6,v2_gpt2_medium_conditional,all,1.0888765609072186
0.5051968753548634,-0.13675658829509008,0.1873908355185592,v2_same_average,v2_autoregressive_sentiment_guide,ppl_degradation,6,v2_gpt2_medium_conditional,all,0.42009351983064946
0.605952380952381,0.5289855072463768,0.5688578329882678,v2_same_average,v2_autoregressive_sentiment_guide,coherence,6,v2_gpt2_medium_conditional,all,0.05238580819216428
0.4365605658709107,0.19735819735819735,0.30615691247875154,v2_same_average,v2_autoregressive_sentiment_guide,repeated_unigram_rate,6,v2_gpt2_medium_conditional,all,0.1508377333649097
0.31084656084656087,0.04151404151404153,0.1550501967168634,v2_same_average,v2_autoregressive_sentiment_guide,repeated_bigram_rate,6,v2_gpt2_medium_conditional,all,0.15863477649347513
0.27872744539411204,0.013333333333333327,0.12064577397910731,v2_same_average,v2_autoregressive_sentiment_guide,repeated_trigram_rate,6,v2_gpt2_medium_conditional,all,0.14956154860145535
0.8026418026418027,0.5605658709106985,0.6938430875212483,v2_same_average,v2_autoregressive_sentiment_guide,distinct_1,6,v2_gpt2_medium_conditional,all,0.1508377333649097
0.9584859584859585,0.6891534391534392,0.8449498032831366,v2_same_average,v2_autoregressive_sentiment_guide,distinct_2,6,v2_gpt2_medium_conditional,all,0.15863477649347513
0.9866666666666667,0.7212725546058879,0.8793542260208927,v2_same_average,v2_autoregressive_sentiment_guide,distinct_3,6,v2_gpt2_medium_conditional,all,0.14956154860145535
32.0,32.0,32.0,v2_same_average,v2_autoregressive_sentiment_guide,generation_length,6,v2_gpt2_medium_conditional,all,0.0
0.04543853619179572,0.04521700601859872,0.0453273382615104,v2_same_average,v2_autoregressive_sentiment_guide,latency_per_token,6,v2_gpt2_medium_conditional,all,0.00013415878931180233
1.454033158137463,1.446944192595159,1.4504748243683327,v2_same_average,v2_autoregressive_sentiment_guide,total_latency,6,v2_gpt2_medium_conditional,all,0.004293081257977675
0.8333333333333334,0.16666666666666666,0.5,v2_state,v2_autoregressive_sentiment_guide,alignment_success,6,v2_gpt2_medium_conditional,all,0.5
0.8327274965898445,0.1675556469708681,0.50024459278211,v2_state,v2_autoregressive_sentiment_guide,target_probability,6,v2_gpt2_medium_conditional,all,0.4985008847634064
6.283862439360395,4.205873142112764,5.173147449759996,v2_state,v2_autoregressive_sentiment_guide,perplexity,6,v2_gpt2_medium_conditional,all,1.3205893691850294
0.7015115488255853,-0.12346377970304416,0.2712982309309279,v2_state,v2_autoregressive_sentiment_guide,ppl_degradation,6,v2_gpt2_medium_conditional,all,0.514463243897372
0.6073529411764707,0.5289855072463768,0.5695581131003126,v2_state,v2_autoregressive_sentiment_guide,coherence,6,v2_gpt2_medium_conditional,all,0.053388812977395235
0.4105151128139634,0.19947768281101616,0.3012186408738133,v2_state,v2_autoregressive_sentiment_guide,repeated_unigram_rate,6,v2_gpt2_medium_conditional,all,0.14206383874384731
0.24507389162561577,0.04151404151404153,0.13312597364321502,v2_state,v2_autoregressive_sentiment_guide,repeated_bigram_rate,6,v2_gpt2_medium_conditional,all,0.1284635299888803
0.1935626102292769,0.013333333333333327,0.09225749559082892,v2_state,v2_autoregressive_sentiment_guide,repeated_trigram_rate,6,v2_gpt2_medium_conditional,all,0.10682154737571106
0.7977596477596478,0.5839506172839506,0.6987813591261866,v2_state,v2_autoregressive_sentiment_guide,distinct_1,6,v2_gpt2_medium_conditional,all,0.14206383874384731
0.9584859584859585,0.754584017515052,0.866874026356785,v2_state,v2_autoregressive_sentiment_guide,distinct_2,6,v2_gpt2_medium_conditional,all,0.1284635299888803
0.9866666666666667,0.8064373897707231,0.9077425044091711,v2_state,v2_autoregressive_sentiment_guide,distinct_3,6,v2_gpt2_medium_conditional,all,0.10682154737571106
32.0,32.0,32.0,v2_state,v2_autoregressive_sentiment_guide,generation_length,6,v2_gpt2_medium_conditional,all,0.0
0.04741038333304459,0.047071676411481654,0.04725497754770913,v2_state,v2_autoregressive_sentiment_guide,latency_per_token,6,v2_gpt2_medium_conditional,all,0.00018449986372834267
1.517132266657427,1.506293645167413,1.5121592815266922,v2_state,v2_autoregressive_sentiment_guide,total_latency,6,v2_gpt2_medium_conditional,all,0.005903995639306965
0.0,0.0,0.0,taro,v2_autoregressive_sentiment_guide,alignment_success,2,v2_gpt2_medium_conditional,negative,0.0
0.002311257179826498,0.000849817122798413,0.0015805371513124555,taro,v2_autoregressive_sentiment_guide,target_probability,2,v2_gpt2_medium_conditional,negative,0.0007307200285140425
