rollout_id,state_id,case_id,sample_id,alpha_helpfulness,alpha_harmlessness,weight,is_actionable,horizon,effective_horizon,parm_score,base_score,ratio_score,mip,branch_key
f60_a0_p00_s01_w0.50,f60_a0_p00_s01,f60_a0_p00,pku_round0_00058,1.0,0.0,0.5,False,4,4,-1.2946817111987912,-1.4031918644727739,0.10851015327398272,0.3639511267636065,1b815aa85ebc2e3d2c0d0a425627140e7bf414cec845ad925fada07e5cf10c37
f60_a0_p00_s01_w0.50,f60_a0_p00_s01,f60_a0_p00,pku_round0_00058,1.0,0.0,0.5,False,8,8,-1.1642088371390855,-1.247946327332329,0.0837374901932435,0.3639511267636065,1b815aa85ebc2e3d2c0d0a425627140e7bf414cec845ad925fada07e5cf10c37
f60_a0_p00_s01_w0.50,f60_a0_p00_s01,f60_a0_p00,pku_round0_00058,1.0,0.0,0.5,False,16,16,-1.2021798409086841,-1.3076302312612142,0.10545039035253012,0.3639511267636065,1b815aa85ebc2e3d2c0d0a425627140e7bf414cec845ad925fada07e5cf10c37
f60_a0_p00_s01_w0.50,f60_a0_p00_s01,f60_a0_p00,pku_round0_00058,1.0,0.0,0.5,False,32,32,-0.7701816156609311,-0.8559858457898031,0.08580423012887195,0.3639511267636065,1b815aa85ebc2e3d2c0d0a425627140e7bf414cec845ad925fada07e5cf10c37
f60_a0_p00_s01_w0.75,f60_a0_p00_s01,f60_a0_p00,pku_round0_00058,1.0,0.0,0.75,False,1,1,-0.00011955977242905647,-1.1920858014491387e-05,-0.00010763891441456508,0.3639511267636065,1b815aa85ebc2e3d2c0d0a425627140e7bf414cec845ad925fada07e5cf10c37
f60_a0_p00_s01_w0.75,f60_a0_p00_s01,f60_a0_p00,pku_round0_00058,1.0,0.0,0.75,False,2,2,-0.24170906484505394,-0.3501337468269412,0.10842468198188726,0.3639511267636065,1b815aa85ebc2e3d2c0d0a425627140e7bf414cec845ad925fada07e5cf10c37
f60_a0_p00_s01_w0.75,f60_a0_p00_s01,f60_a0_p00,pku_round0_00058,1.0,0.0,0.75,False,4,4,-1.2946817111987912,-1.4031918644727739,0.10851015327398272,0.3639511267636065,1b815aa85ebc2e3d2c0d0a425627140e7bf414cec845ad925fada07e5cf10c37
f60_a0_p00_s01_w0.75,f60_a0_p00_s01,f60_a0_p00,pku_round0_00058,1.0,0.0,0.75,False,8,8,-1.1642088371390855,-1.247946327332329,0.0837374901932435,0.3639511267636065,1b815aa85ebc2e3d2c0d0a425627140e7bf414cec845ad925fada07e5cf10c37
f60_a0_p00_s01_w0.75,f60_a0_p00_s01,f60_a0_p00,pku_round0_00058,1.0,0.0,0.75,False,16,16,-1.2021798409086841,-1.3076302312612142,0.10545039035253012,0.3639511267636065,1b815aa85ebc2e3d2c0d0a425627140e7bf414cec845ad925fada07e5cf10c37
f60_a0_p00_s01_w0.75,f60_a0_p00_s01,f60_a0_p00,pku_round0_00058,1.0,0.0,0.75,False,32,32,-0.7701816156609311,-0.8559858457898031,0.08580423012887195,0.3639511267636065,1b815aa85ebc2e3d2c0d0a425627140e7bf414cec845ad925fada07e5cf10c37
f60_a0_p00_s01_w1.00,f60_a0_p00_s01,f60_a0_p00,pku_round0_00058,1.0,0.0,1.0,False,1,1,-0.00011955977242905647,-1.1920858014491387e-05,-0.00010763891441456508,0.3639511267636065,1b815aa85ebc2e3d2c0d0a425627140e7bf414cec845ad925fada07e5cf10c37
f60_a0_p00_s01_w1.00,f60_a0_p00_s01,f60_a0_p00,pku_round0_00058,1.0,0.0,1.0,False,2,2,-0.24170906484505394,-0.3501337468269412,0.10842468198188726,0.3639511267636065,1b815aa85ebc2e3d2c0d0a425627140e7bf414cec845ad925fada07e5cf10c37
f60_a0_p00_s01_w1.00,f60_a0_p00_s01,f60_a0_p00,pku_round0_00058,1.0,0.0,1.0,False,4,4,-1.2946817111987912,-1.4031918644727739,0.10851015327398272,0.3639511267636065,1b815aa85ebc2e3d2c0d0a425627140e7bf414cec845ad925fada07e5cf10c37
f60_a0_p00_s01_w1.00,f60_a0_p00_s01,f60_a0_p00,pku_round0_00058,1.0,0.0,1.0,False,8,8,-1.1642088371390855,-1.247946327332329,0.0837374901932435,0.3639511267636065,1b815aa85ebc2e3d2c0d0a425627140e7bf414cec845ad925fada07e5cf10c37
f60_a0_p00_s01_w1.00,f60_a0_p00_s01,f60_a0_p00,pku_round0_00058,1.0,0.0,1.0,False,16,16,-1.2021798409086841,-1.3076302312612142,0.10545039035253012,0.3639511267636065,1b815aa85ebc2e3d2c0d0a425627140e7bf414cec845ad925fada07e5cf10c37
f60_a0_p00_s01_w1.00,f60_a0_p00_s01,f60_a0_p00,pku_round0_00058,1.0,0.0,1.0,False,32,32,-0.7701816156609311,-0.8559858457898031,0.08580423012887195,0.3639511267636065,1b815aa85ebc2e3d2c0d0a425627140e7bf414cec845ad925fada07e5cf10c37
f60_a0_p00_s02_w0.00,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.0,True,1,1,-1.6420786380767822,-0.9367736577987671,-0.7053049802780151,0.6637372253311152,70ea9512e676d046c9b0962857d33b184d47073639829df12a81dd1e7ff920a7
f60_a0_p00_s02_w0.00,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.0,True,2,2,-1.1576596200466156,-0.7400993704795837,-0.41756024956703186,0.6637372253311152,70ea9512e676d046c9b0962857d33b184d47073639829df12a81dd1e7ff920a7
f60_a0_p00_s02_w0.00,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.0,True,4,4,-1.0963738858699799,-0.9780008569359779,-0.11837302893400192,0.6637372253311152,70ea9512e676d046c9b0962857d33b184d47073639829df12a81dd1e7ff920a7
f60_a0_p00_s02_w0.00,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.0,True,8,8,-0.8404398950806353,-0.6953318696032511,-0.14510802547738422,0.6637372253311152,70ea9512e676d046c9b0962857d33b184d47073639829df12a81dd1e7ff920a7
f60_a0_p00_s02_w0.00,f60_a0_p00_s02,f60_a0_p00,pku_round0_00058,1.0,0.0,0.0,True,16,16,-0.6763182395043259,-0.6459257422029623,-0.03039249730136362,0.6637372253311152,70ea9512e676d046c9b0962857d33b184d47073639829df12a81dd1e7ff920a7
