state_id,weight,top1_token_id_audit_only,top1_probability,entropy,top1_top2_margin,top1_differs_from_w1,w1_top_token_rank,w1_top_token_probability_change,top1_logprob_margin_change_vs_w1
f60_a1_p00_s03,0.0,29901,0.39562496542930603,2.0420467853546143,0.18714524805545807,0.0,0,-0.10692569613456726,-0.328125
f60_a1_p00_s03,0.25,29901,0.4264143705368042,1.9612276554107666,0.22655798494815826,0.0,0,-0.07612332701683044,-0.21093744039535522
f60_a1_p00_s03,0.5,29901,0.4544782042503357,1.8996132612228394,0.25593137741088867,0.0,0,-0.04805845022201538,-0.140625
f60_a1_p00_s03,0.75,29901,0.4799100160598755,1.852310061454773,0.2844880521297455,0.0,0,-0.022624194622039795,-0.07031244039535522
f60_a1_p00_s03,1.0,29901,0.5025600790977478,1.8185288906097412,0.311809778213501,0.0,0,2.2590160369873047e-05,0.0
f60_a1_p00_s04,0.0,12818,0.9995453953742981,0.004810679703950882,0.999254047870636,0.0,0,-3.153085708618164e-05,-0.765625
f60_a1_p00_s04,0.25,12818,0.9996070265769958,0.004259761422872543,0.9993664622306824,0.0,0,3.0040740966796875e-05,-0.5742177963256836
f60_a1_p00_s04,0.5,12818,0.9996308088302612,0.0041225869208574295,0.9994321465492249,0.0,0,5.3763389587402344e-05,-0.3828125
f60_a1_p00_s04,0.75,12818,0.9996229410171509,0.004320097155869007,0.9994588494300842,0.0,0,4.6193599700927734e-05,-0.19140625
f60_a1_p00_s04,1.0,12818,0.999576985836029,0.004927999339997768,0.9994415044784546,0.0,0,1.7881393432617188e-07,0.0
f60_a2_p00_s00,0.0,13,0.47410011291503906,3.3632869720458984,0.4179175794124603,1.0,3,-0.021486110985279083,2.0390625
f60_a2_p00_s00,0.25,13,0.16360363364219666,4.898985385894775,0.11306986212730408,1.0,2,5.860626697540283e-05,1.0810546875
f60_a2_p00_s00,0.5,2266,0.055755384266376495,5.30241584777832,0.003988258540630341,0.0,0,0.005574818700551987,-0.01953125
f60_a2_p00_s00,0.75,2266,0.05409496650099754,5.359522342681885,0.006820250302553177,0.0,0,0.003913793712854385,0.041015625
f60_a2_p00_s00,1.0,2266,0.05018138140439987,5.372096061706543,0.00449071079492569,0.0,0,-1.1175870895385742e-08,0.0
f60_a2_p00_s01,0.0,1691,0.9999879598617554,0.00018095372070092708,0.999982476234436,0.0,0,0.00013113021850585938,2.8515625
f60_a2_p00_s01,0.25,1691,0.9999803304672241,0.0002807045239023864,0.9999691843986511,0.0,0,0.0001233220100402832,2.1386709213256836
f60_a2_p00_s01,0.5,1691,0.9999632835388184,0.0004911489086225629,0.9999405741691589,0.0,0,0.00010633468627929688,1.42578125
f60_a2_p00_s01,0.75,1691,0.99992835521698,0.0009008714114315808,0.9998819828033447,0.0,0,7.140636444091797e-05,0.712890625
f60_a2_p00_s01,1.0,1691,0.9998568296432495,0.0016931254649534822,0.999762237071991,0.0,0,-2.384185791015625e-07,0.0
f60_a2_p00_s02,0.0,18577,0.38035985827445984,1.9000657796859741,0.025825470685958862,0.0,0,-0.1669347882270813,-0.9765625
f60_a2_p00_s02,0.25,18577,0.4291679263114929,1.9466480016708374,0.1157945990562439,0.0,0,-0.11812427639961243,-0.732421875
f60_a2_p00_s02,0.5,18577,0.4747887849807739,1.9926111698150635,0.2032034695148468,0.0,0,-0.07250362634658813,-0.4882813096046448
f60_a2_p00_s02,0.75,18577,0.5148819088935852,2.0409414768218994,0.2841622829437256,0.0,0,-0.032413482666015625,-0.244140625
f60_a2_p00_s02,1.0,18577,0.5473054647445679,2.0961973667144775,0.3551831841468811,0.0,0,1.0073184967041016e-05,0.0
f60_a2_p00_s03,0.0,297,0.8177068829536438,0.9175652861595154,0.7575395703315735,0.0,0,0.036944687366485596,-0.421875
f60_a2_p00_s03,0.25,297,0.8142157793045044,0.964185357093811,0.7603022456169128,0.0,0,0.03345423936843872,-0.3164060115814209
f60_a2_p00_s03,0.5,297,0.8072354197502136,1.0304608345031738,0.7591344118118286,0.0,0,0.02647387981414795,-0.2109375
f60_a2_p00_s03,0.75,297,0.7963467836380005,1.118276834487915,0.7536444664001465,0.0,0,0.015584588050842285,-0.10546875
f60_a2_p00_s03,1.0,297,0.780767023563385,1.232229232788086,0.7430908679962158,0.0,0,4.112720489501953e-06,0.0
f60_a2_p00_s04,0.0,2285,0.8881266713142395,0.44188550114631653,0.7988054156303406,0.0,0,-0.019899189472198486,-0.828125
f60_a2_p00_s04,0.25,2285,0.9002872109413147,0.42702701687812805,0.8283804655075073,0.0,0,-0.007737398147583008,-0.5976560115814209
f60_a2_p00_s04,0.5,2285,0.9077131152153015,0.4237220883369446,0.8501365184783936,0.0,0,-0.0003108382225036621,-0.3671875
f60_a2_p00_s04,0.75,2285,0.9103719592094421,0.4342274069786072,0.8645129203796387,0.0,0,0.0023471713066101074,-0.13671875
