fusion,lambda,alpha,sample_id,n,mean_gradient,median_gradient,fraction_positive
current,0.0,ALL,pku_round0_00146,5,0.21307782977819442,0.21691149473190308,0.6
current,0.001,ALL,pku_round0_00146,5,0.22845098674297332,0.23284181952476501,0.6
current,0.01,ALL,pku_round0_00146,5,0.34430159330368043,0.353384792804718,0.6
current,0.05,ALL,pku_round0_00146,5,0.6118393391370773,0.6333558559417725,1.0
current,0.1,ALL,pku_round0_00146,5,0.7776220381259918,0.8011487126350403,1.0
current,0.25,ALL,pku_round0_00146,5,1.0494236648082733,1.066202163696289,1.0
current,0.5,ALL,pku_round0_00146,5,1.2653711318969727,1.2675625085830688,1.0
current,0.75,ALL,pku_round0_00146,5,1.3901985168457032,1.3773181438446045,1.0
current,1.0,ALL,pku_round0_00146,5,1.472314476966858,1.4464690685272217,1.0
current,1.5,ALL,pku_round0_00146,5,1.565967869758606,1.5265604257583618,1.0
current,2.0,ALL,pku_round0_00146,5,1.6133677005767821,1.570662498474121,1.0
current,4.0,ALL,pku_round0_00146,5,1.6768260240554809,1.6343135833740234,1.0
current,8.0,ALL,pku_round0_00146,5,1.6981498718261718,1.653834581375122,1.0
current,16.0,ALL,pku_round0_00146,5,1.703187847137451,1.6584022045135498,1.0
normalized,0.0,ALL,pku_round0_00146,5,-0.3567941427230835,-0.3529604971408844,0.2
normalized,0.001,ALL,pku_round0_00146,5,-0.3436156213283539,-0.33917728066444397,0.2
normalized,0.01,ALL,pku_round0_00146,5,-0.24783114790916444,-0.23857596516609192,0.4
normalized,0.05,ALL,pku_round0_00146,5,-0.06426743268966675,-0.045219242572784424,0.4
normalized,0.1,ALL,pku_round0_00146,5,0.012540006637573242,0.0303308367729187,0.6
normalized,0.25,ALL,pku_round0_00146,5,0.09214838743209838,0.09865978360176086,0.6
normalized,0.5,ALL,pku_round0_00146,5,0.11504311561584472,0.1097269058227539,0.6
normalized,0.75,ALL,pku_round0_00146,5,0.10945398062467575,0.09910959005355835,0.6
normalized,1.0,ALL,pku_round0_00146,5,0.0983534574508667,0.08644941449165344,0.6
normalized,1.5,ALL,pku_round0_00146,5,0.07641365528106689,0.0652085691690445,0.8
normalized,2.0,ALL,pku_round0_00146,5,0.059561051428318024,0.050176993012428284,0.8
normalized,4.0,ALL,pku_round0_00146,5,0.026476572453975677,0.022019900381565094,1.0
normalized,8.0,ALL,pku_round0_00146,5,0.009326701797544957,0.007752183824777603,1.0
normalized,16.0,ALL,pku_round0_00146,5,0.0028203162364661694,0.002349570393562317,1.0
current,0.0,ALL,pku_round0_00198,5,-0.13329341113567353,-0.1828131079673767,0.2
current,0.001,ALL,pku_round0_00198,5,-0.11957582384347916,-0.16922591626644135,0.2
current,0.01,ALL,pku_round0_00198,5,-0.019769665598869324,-0.07081956416368484,0.4
current,0.05,ALL,pku_round0_00198,5,0.19607386738061905,0.13810454308986664,1.0
current,0.1,ALL,pku_round0_00198,5,0.33654688000679017,0.2721325159072876,1.0
current,0.25,ALL,pku_round0_00198,5,0.5900880575180054,0.5158582925796509,1.0
current,0.5,ALL,pku_round0_00198,5,0.8137881636619568,0.733276903629303,1.0
current,0.75,ALL,pku_round0_00198,5,0.9325924992561341,0.8488852381706238,1.0
current,1.0,ALL,pku_round0_00198,5,1.0038731694221497,0.9177371263504028,1.0
current,1.5,ALL,pku_round0_00198,5,1.0840137958526612,0.9946869611740112,1.0
current,2.0,ALL,pku_round0_00198,5,1.1271366357803345,1.0362861156463623,1.0
current,4.0,ALL,pku_round0_00198,5,1.1894563674926757,1.0984162092208862,1.0
current,8.0,ALL,pku_round0_00198,5,1.2122083187103272,1.123119592666626,1.0
current,16.0,ALL,pku_round0_00198,5,1.2184525966644286,1.1312074661254883,1.0
normalized,0.0,ALL,pku_round0_00198,5,-0.36966008841991427,-0.4191797971725464,0.0
normalized,0.001,ALL,pku_round0_00198,5,-0.3577963948249817,-0.4074357748031616,0.0
normalized,0.01,ALL,pku_round0_00198,5,-0.2753393143415451,-0.3262099027633667,0.0
normalized,0.05,ALL,pku_round0_00198,5,-0.13091953992843627,-0.1863841712474823,0.2
normalized,0.1,ALL,pku_round0_00198,5,-0.06605557799339294,-0.12277829647064209,0.2
normalized,0.25,ALL,pku_round0_00198,5,0.009715597331523895,-0.03962186723947525,0.4
normalized,0.5,ALL,pku_round0_00198,5,0.04330054372549057,0.0076840221881866455,0.6
normalized,0.75,ALL,pku_round0_00198,5,0.04873294681310654,0.022280551493167877,0.8
normalized,1.0,ALL,pku_round0_00198,5,0.0467540942132473,0.026388980448246002,1.0
normalized,1.5,ALL,pku_round0_00198,5,0.03848524466156959,0.025360770523548126,1.0
normalized,2.0,ALL,pku_round0_00198,5,0.03087429888546467,0.02171396277844906,1.0
normalized,4.0,ALL,pku_round0_00198,5,0.01443772055208683,0.011099528521299362,1.0
normalized,8.0,ALL,pku_round0_00198,5,0.005261235777288676,0.004223600961267948,1.0
normalized,16.0,ALL,pku_round0_00198,5,0.0016241498757153749,0.0013330373913049698,1.0
current,0.0,ALL,pku_round0_00203,5,-0.12439024150371551,-0.11923220753669739,0.0
current,0.001,ALL,pku_round0_00203,5,-0.11373937875032425,-0.1094730794429779,0.0
current,0.01,ALL,pku_round0_00203,5,-0.03281529545783997,-0.03341372683644295,0.0
current,0.05,ALL,pku_round0_00203,5,0.1628514975309372,0.16426458954811096,1.0
current,0.1,ALL,pku_round0_00203,5,0.2874022901058197,0.2831808626651764,1.0
current,0.25,ALL,pku_round0_00203,5,0.49435995221138,0.4864247739315033,1.0
current,0.5,ALL,pku_round0_00203,5,0.660986328125,0.6529977321624756,1.0
current,0.75,ALL,pku_round0_00203,5,0.7438632011413574,0.7353835105895996,1.0
current,1.0,ALL,pku_round0_00203,5,0.7926298022270203,0.7835298776626587,1.0
current,1.5,ALL,pku_round0_00203,5,0.8474453568458558,0.8369072675704956,1.0
current,2.0,ALL,pku_round0_00203,5,0.877927279472351,0.8660027384757996,1.0
current,4.0,ALL,pku_round0_00203,5,0.9313360929489136,0.9168869256973267,1.0
current,8.0,ALL,pku_round0_00203,5,0.9544995188713074,0.9379858374595642,1.0
current,16.0,ALL,pku_round0_00203,5,0.9612684488296509,0.9458112120628357,1.0
normalized,0.0,ALL,pku_round0_00203,5,-0.7969958662986756,-0.7918378114700317,0.0
normalized,0.001,ALL,pku_round0_00203,5,-0.7868248820304871,-0.7826160788536072,0.0
normalized,0.01,ALL,pku_round0_00203,5,-0.7101432681083679,-0.7103673219680786,0.0
normalized,0.05,ALL,pku_round0_00203,5,-0.5306021332740783,-0.5307758450508118,0.0
normalized,0.1,ALL,pku_round0_00203,5,-0.4237875401973724,-0.428232878446579,0.0
normalized,0.25,ALL,pku_round0_00203,5,-0.26257307827472687,-0.2682460844516754,0.0
normalized,0.5,ALL,pku_round0_00203,5,-0.14232635200023652,-0.14676928520202637,0.0
normalized,0.75,ALL,pku_round0_00203,5,-0.08581947982311249,-0.08943745493888855,0.0
normalized,1.0,ALL,pku_round0_00203,5,-0.055106221139431,-0.05811341106891632,0.0
normalized,1.5,ALL,pku_round0_00203,5,-0.02548331767320633,-0.02764187753200531,0.0
normalized,2.0,ALL,pku_round0_00203,5,-0.012879148125648499,-0.014494623988866806,0.0
normalized,4.0,ALL,pku_round0_00203,5,-0.000742298737168312,-0.0011856649070978165,0.2
normalized,8.0,ALL,pku_round0_00203,5,0.0007119234651327133,0.0006104037165641785,1.0
normalized,16.0,ALL,pku_round0_00203,5,0.00037359207635745406,0.00034948508255183697,1.0
current,0.0,ALL,pku_round0_00209,5,0.12151577360928059,0.13515430688858032,1.0
current,0.001,ALL,pku_round0_00209,5,0.1285729493945837,0.14234334230422974,1.0
current,0.01,ALL,pku_round0_00209,5,0.1825642168521881,0.19732098281383514,1.0
current,0.05,ALL,pku_round0_00209,5,0.3187470316886902,0.330555260181427,1.0
current,0.1,ALL,pku_round0_00209,5,0.41053680777549745,0.4124736785888672,1.0
current,0.25,ALL,pku_round0_00209,5,0.565767252445221,0.5480372905731201,1.0
current,0.5,ALL,pku_round0_00209,5,0.7008860826492309,0.6805382370948792,1.0
current,0.75,ALL,pku_round0_00209,5,0.7757617712020874,0.7698994874954224,1.0
current,1.0,ALL,pku_round0_00209,5,0.823189377784729,0.8237468004226685,1.0
current,1.5,ALL,pku_round0_00209,5,0.8800057172775269,0.8836925029754639,1.0
current,2.0,ALL,pku_round0_00209,5,0.9130919218063355,0.9159880876541138,1.0
current,4.0,ALL,pku_round0_00209,5,0.9674809217453003,0.9657415151596069,1.0
current,8.0,ALL,pku_round0_00209,5,0.990938663482666,0.9856886863708496,1.0
current,16.0,ALL,pku_round0_00209,5,0.9979482889175415,0.9940303564071655,1.0
normalized,0.0,ALL,pku_round0_00209,5,-0.3132412165403366,-0.33503222465515137,0.0
normalized,0.001,ALL,pku_round0_00209,5,-0.3074931502342224,-0.3288711905479431,0.0
normalized,0.01,ALL,pku_round0_00209,5,-0.2648215502500534,-0.2828316390514374,0.0
normalized,0.05,ALL,pku_round0_00209,5,-0.17090710401535034,-0.18260762095451355,0.0
normalized,0.1,ALL,pku_round0_00209,5,-0.12027048468589782,-0.1314564347267151,0.0
normalized,0.25,ALL,pku_round0_00209,5,-0.052227933704853055,-0.06210213154554367,0.0
normalized,0.5,ALL,pku_round0_00209,5,-0.007928881049156188,-0.008063584566116333,0.4
normalized,0.75,ALL,pku_round0_00209,5,0.009473901987075806,0.016043230891227722,0.8
normalized,1.0,ALL,pku_round0_00209,5,0.016730299592018126,0.0202350951731205,0.8
normalized,1.5,ALL,pku_round0_00209,5,0.020166346803307533,0.02039012312889099,1.0
normalized,2.0,ALL,pku_round0_00209,5,0.01894444301724434,0.0180886872112751,1.0
normalized,4.0,ALL,pku_round0_00209,5,0.010993550159037113,0.010981081984937191,1.0
normalized,8.0,ALL,pku_round0_00209,5,0.004428833909332752,0.004528757184743881,1.0
normalized,16.0,ALL,pku_round0_00209,5,0.0014353730482980609,0.001486180815845728,1.0
current,0.0,ALL,pku_round0_00217,5,-0.17642879039049147,-0.2143208533525467,0.0
current,0.001,ALL,pku_round0_00217,5,-0.1669297695159912,-0.20496341586112976,0.0
current,0.01,ALL,pku_round0_00217,5,-0.09733752459287644,-0.13667425513267517,0.2
current,0.05,ALL,pku_round0_00217,5,0.049914538860321045,0.005688659846782684,0.6
current,0.1,ALL,pku_round0_00217,5,0.12748176604509354,0.07964611053466797,1.0
current,0.25,ALL,pku_round0_00217,5,0.23635267615318298,0.18450963497161865,1.0
current,0.5,ALL,pku_round0_00217,5,0.32792741656303404,0.2735309600830078,1.0
current,0.75,ALL,pku_round0_00217,5,0.3858940899372101,0.3312969505786896,1.0
current,1.0,ALL,pku_round0_00217,5,0.428662097454071,0.38130682706832886,1.0
current,1.5,ALL,pku_round0_00217,5,0.48726054430007937,0.4486010670661926,1.0
current,2.0,ALL,pku_round0_00217,5,0.5224802792072296,0.4861917197704315,1.0
current,4.0,ALL,pku_round0_00217,5,0.5765425562858582,0.5374521613121033,1.0
current,8.0,ALL,pku_round0_00217,5,0.5972352743148803,0.5598512887954712,1.0
current,16.0,ALL,pku_round0_00217,5,0.6033367276191711,0.5662027597427368,1.0
normalized,0.0,ALL,pku_round0_00217,5,-0.4270561277866364,-0.4649481773376465,0.0
normalized,0.001,ALL,pku_round0_00217,5,-0.4189102053642273,-0.45691782236099243,0.0
normalized,0.01,ALL,pku_round0_00217,5,-0.3600232362747192,-0.3990113437175751,0.0
normalized,0.05,ALL,pku_round0_00217,5,-0.2406473070383072,-0.2818123996257782,0.0
normalized,0.1,ALL,pku_round0_00217,5,-0.1805117517709732,-0.2209918349981308,0.0
normalized,0.25,ALL,pku_round0_00217,5,-0.09966494888067245,-0.13330554962158203,0.2
normalized,0.5,ALL,pku_round0_00217,5,-0.043098744750022885,-0.0672835111618042,0.2
normalized,0.75,ALL,pku_round0_00217,5,-0.01790645867586136,-0.036033544689416885,0.2
normalized,1.0,ALL,pku_round0_00217,5,-0.005354164913296699,-0.019443271681666374,0.2
normalized,1.5,ALL,pku_round0_00217,5,0.004713695403188467,-0.0045019276440143585,0.4
normalized,2.0,ALL,pku_round0_00217,5,0.007433047518134117,0.0009361226111650467,1.0
normalized,4.0,ALL,pku_round0_00217,5,0.00614088699221611,0.003732377663254738,1.0
normalized,8.0,ALL,pku_round0_00217,5,0.0027534058317542076,0.0020241253077983856,1.0
normalized,16.0,ALL,pku_round0_00217,5,0.0009326573461294174,0.0007305024191737175,1.0
current,0.0,ALL,pku_round0_00233,5,0.14830044209957122,0.14635469019412994,1.0
current,0.001,ALL,pku_round0_00233,5,0.15382998436689377,0.15203449130058289,1.0
current,0.01,ALL,pku_round0_00233,5,0.19575361609458924,0.19496668875217438,1.0
current,0.05,ALL,pku_round0_00233,5,0.2975991368293762,0.2977212071418762,1.0
current,0.1,ALL,pku_round0_00233,5,0.36401401162147523,0.36341050267219543,1.0
current,0.25,ALL,pku_round0_00233,5,0.4763027489185333,0.47319602966308594,1.0
current,0.5,ALL,pku_round0_00233,5,0.5769454360008239,0.5695865154266357,1.0
current,0.75,ALL,pku_round0_00233,5,0.6365438461303711,0.6288655400276184,1.0
current,1.0,ALL,pku_round0_00233,5,0.6752344012260437,0.6763515472412109,1.0
current,1.5,ALL,pku_round0_00233,5,0.7195787191390991,0.72185218334198,1.0
current,2.0,ALL,pku_round0_00233,5,0.7451309204101563,0.7428273558616638,1.0
current,4.0,ALL,pku_round0_00233,5,0.7885980844497681,0.7966785430908203,1.0
current,8.0,ALL,pku_round0_00233,5,0.8091034650802612,0.8127675652503967,1.0
current,16.0,ALL,pku_round0_00233,5,0.8138974905014038,0.8162826299667358,1.0
normalized,0.0,ALL,pku_round0_00233,5,-0.3057797461748123,-0.3077254891395569,0.0
normalized,0.001,ALL,pku_round0_00233,5,-0.3013102948665619,-0.3031182885169983,0.0
normalized,0.01,ALL,pku_round0_00233,5,-0.26834027767181395,-0.26925137639045715,0.0
normalized,0.05,ALL,pku_round0_00233,5,-0.1961635559797287,-0.19655483961105347,0.0
normalized,0.1,ALL,pku_round0_00233,5,-0.15468237400054932,-0.15605607628822327,0.0
normalized,0.25,ALL,pku_round0_00233,5,-0.08998908698558808,-0.0936720222234726,0.0
normalized,0.5,ALL,pku_round0_00233,5,-0.03980262577533722,-0.04488718509674072,0.0
normalized,0.75,ALL,pku_round0_00233,5,-0.016783156991004945,-0.02152383327484131,0.2
normalized,1.0,ALL,pku_round0_00233,5,-0.005213968455791473,-0.00880635529756546,0.2
normalized,1.5,ALL,pku_round0_00233,5,0.004357598721981049,0.0033333152532577515,0.6
normalized,2.0,ALL,pku_round0_00233,5,0.0071568585932254795,0.0076154544949531555,1.0
normalized,4.0,ALL,pku_round0_00233,5,0.005953879654407501,0.006616244092583656,1.0
normalized,8.0,ALL,pku_round0_00233,5,0.002588467113673687,0.00272951927036047,1.0
normalized,16.0,ALL,pku_round0_00233,5,0.0008563041687011719,0.000876864418387413,1.0
current,0.0,ALL,pku_round0_00250,5,1.026271367073059,1.0476511716842651,1.0
current,0.001,ALL,pku_round0_00250,5,1.0474695086479187,1.0691745281219482,1.0
current,0.01,ALL,pku_round0_00250,5,1.1968050241470336,1.2204927206039429,1.0
current,0.05,ALL,pku_round0_00250,5,1.442401385307312,1.4666941165924072,1.0
current,0.1,ALL,pku_round0_00250,5,1.5332830667495727,1.5569639205932617,1.0
current,0.25,ALL,pku_round0_00250,5,1.66663818359375,1.6894679069519043,1.0
current,0.5,ALL,pku_round0_00250,5,1.7921052694320678,1.8145227432250977,1.0
current,0.75,ALL,pku_round0_00250,5,1.8826807737350464,1.9052590131759644,1.0
current,1.0,ALL,pku_round0_00250,5,1.953511357307434,1.9752919673919678,1.0
current,1.5,ALL,pku_round0_00250,5,2.0304140567779543,2.04884672164917,1.0
current,2.0,ALL,pku_round0_00250,5,2.0722780227661133,2.0880179405212402,1.0
current,4.0,ALL,pku_round0_00250,5,2.1429381370544434,2.1559557914733887,1.0
current,8.0,ALL,pku_round0_00250,5,2.166376829147339,2.1794044971466064,1.0
current,16.0,ALL,pku_round0_00250,5,2.1735564708709716,2.18605637550354,1.0
normalized,0.0,ALL,pku_round0_00250,5,0.6872681617736817,0.7086479663848877,1.0
normalized,0.001,ALL,pku_round0_00250,5,0.7057612657546997,0.7274352312088013,1.0
normalized,0.01,ALL,pku_round0_00250,5,0.8295321941375733,0.8528029322624207,1.0
normalized,0.05,ALL,pku_round0_00250,5,0.969295608997345,0.9912526607513428,1.0
normalized,0.1,ALL,pku_round0_00250,5,0.9511931777000427,0.9705874919891357,1.0
normalized,0.25,ALL,pku_round0_00250,5,0.823405647277832,0.8379671573638916,1.0
normalized,0.5,ALL,pku_round0_00250,5,0.642336630821228,0.6521042585372925,1.0
normalized,0.75,ALL,pku_round0_00250,5,0.5085811674594879,0.5153583288192749,1.0
normalized,1.0,ALL,pku_round0_00250,5,0.40952588319778443,0.4143797755241394,1.0
normalized,1.5,ALL,pku_round0_00250,5,0.2802189588546753,0.28296008706092834,1.0
normalized,2.0,ALL,pku_round0_00250,5,0.20369598269462585,0.20540624856948853,1.0
normalized,4.0,ALL,pku_round0_00250,5,0.08129765391349793,0.08175680041313171,1.0
normalized,8.0,ALL,pku_round0_00250,5,0.02724480479955673,0.02735573798418045,1.0
normalized,16.0,ALL,pku_round0_00250,5,0.00806482881307602,0.008092395961284637,1.0
