count,fraction_near_max,fraction_near_zero,max,mean,method,min,p05,p50,p95,position,std
192,0.6614583333333334,0.005208333333333333,0.9850601553916931,0.9044206125739341,taro,0.025980345904827118,0.29903078079223633,0.9637815356254578,0.9813442230224609,all,0.18022482933218972
192,0.0,0.0,0.9002140760421753,0.9002140760421753,taro_same_average,0.9002140760421753,0.9002140760421753,0.9002140760421753,0.9002140760421753,all,0.0
192,0.0,1.0,0.0,0.0,v1_base,0.0,0.0,0.0,0.0,all,0.0
192,1.0,0.0,1.0,1.0,v1_fixed,1.0,1.0,1.0,1.0,all,0.0
192,0.0625,0.0625,1.0,0.5000010172526043,v1_heuristic,0.0,0.03225911458333333,0.48385416666666664,0.9677083333333333,all,0.2978280024964426
192,0.0,0.0,0.5515625,0.33261752658420135,v1_router,0.09752604166666666,0.17096354166666666,0.3346354166666667,0.47890625,all,0.09945737800903676
192,0.0,1.0,0.0,0.0,v2_base,0.0,0.0,0.0,0.0,all,0.0
192,0.0,0.0,0.5,0.5,v2_fixed,0.5,0.5,0.5,0.5,all,0.0
192,0.0,0.65625,0.38518962264060974,0.05251524158648143,v2_heuristic,3.2692501008568797e-06,0.0004966973210684955,0.03323065862059593,0.17558439075946808,all,0.06515856317621299
192,0.859375,0.0,0.9959245920181274,0.9702232610434294,v2_history,0.6081560254096985,0.9184080958366394,0.9837197065353394,0.9912687540054321,all,0.042427448502392676
192,1.0,0.0,0.9655981659889221,0.9655981659889221,v2_same_average,0.9655981659889221,0.9655981659889221,0.9655981659889221,0.9655981659889221,all,0.0
192,0.859375,0.0,0.995093822479248,0.970443328221639,v2_state,0.6220217347145081,0.9066287875175476,0.9854211211204529,0.9914798736572266,all,0.04598687396114037
6,1.0,0.0,0.9821310043334961,0.9746335645516714,taro,0.9689109325408936,,,,0,0.005014668397112319
6,0.8333333333333334,0.0,0.9825511574745178,0.9574017723401388,taro,0.9108101725578308,,,,1,0.02227234726085658
6,0.8333333333333334,0.0,0.96701580286026,0.9551872412363688,taro,0.9358448386192322,,,,2,0.009950725803958352
6,0.8333333333333334,0.0,0.9809476137161255,0.9638260006904602,taro,0.9295018315315247,,,,3,0.0182252802433432
6,0.6666666666666666,0.0,0.97765052318573,0.9518799285093943,taro,0.8952086567878723,,,,4,0.030973568811461107
6,0.6666666666666666,0.0,0.9742350578308105,0.9075213174025217,taro,0.6590472459793091,,,,5,0.11170917275745167
6,0.5,0.0,0.9741839170455933,0.8300712257623672,taro,0.20751306414604187,,,,6,0.2788670186274113
6,0.6666666666666666,0.0,0.9810379147529602,0.9577527940273285,taro,0.9122170805931091,,,,7,0.023613912413733687
6,1.0,0.0,0.9799438118934631,0.9704191386699677,taro,0.961372971534729,,,,8,0.006818375294154087
6,0.8333333333333334,0.0,0.9822285771369934,0.969370037317276,taro,0.9434990882873535,,,,9,0.013279045781577193
6,1.0,0.0,0.9788715243339539,0.9696403443813324,taro,0.9526432752609253,,,,10,0.00958704638407457
6,0.6666666666666666,0.0,0.9818312525749207,0.9645416935284933,taro,0.9416192173957825,,,,11,0.015107952267955943
6,0.6666666666666666,0.0,0.9664535522460938,0.9180318017800649,taro,0.8145312666893005,,,,12,0.0643565220384963
6,0.6666666666666666,0.0,0.9822133779525757,0.8535558581352234,taro,0.2911719083786011,,,,13,0.25216789118272387
6,0.6666666666666666,0.0,0.9800451397895813,0.9436405201752981,taro,0.8766002058982849,,,,14,0.036655853752590506
6,0.6666666666666666,0.0,0.9764493703842163,0.9564356704552969,taro,0.9187276363372803,,,,15,0.02106969482104709
6,0.3333333333333333,0.0,0.9806617498397827,0.946176012357076,taro,0.9083496332168579,,,,16,0.022635312726931527
6,0.5,0.0,0.981255054473877,0.8069833839933077,taro,0.14305837452411652,,,,17,0.29991572339414824
6,0.3333333333333333,0.0,0.9713696241378784,0.6983398025234541,taro,0.17974139750003815,,,,18,0.32811401286522685
6,0.5,0.0,0.9737679958343506,0.7386585126320521,taro,0.27808889746665955,,,,19,0.31844248672765374
6,1.0,0.0,0.9815273880958557,0.9735835989316305,taro,0.9544218182563782,,,,20,0.009667044352410914
6,0.5,0.0,0.9730890989303589,0.9332707822322845,taro,0.8624723553657532,,,,21,0.04033525904376125
6,0.5,0.0,0.9762679934501648,0.947912593682607,taro,0.8892254829406738,,,,22,0.02935151692418969
6,0.3333333333333333,0.0,0.9802669286727905,0.9152104357878367,taro,0.7595807909965515,,,,23,0.07499336143800646
6,0.6666666666666666,0.0,0.981462836265564,0.9491177499294281,taro,0.8879182934761047,,,,24,0.037355730914521566
6,0.8333333333333334,0.0,0.9795006513595581,0.9318883021672567,taro,0.7288775444030762,,,,25,0.09096538323213534
6,0.5,0.0,0.9782888889312744,0.8380985905726751,taro,0.29720833897590637,,,,26,0.2438400056087346
6,0.5,0.0,0.9768248200416565,0.9513786633809408,taro,0.9069212675094604,,,,27,0.023978147269768126
6,0.8333333333333334,0.16666666666666666,0.9850601553916931,0.8115110086898009,taro,0.025980345904827118,,,,28,0.3514720140891834
6,0.8333333333333334,0.0,0.9840396046638489,0.8245260218779246,taro,0.12998604774475098,,,,29,0.3107650019447467
6,0.5,0.0,0.9742037057876587,0.8029565587639809,taro,0.20124851167201996,,,,30,0.27590483312275266
6,0.3333333333333333,0.0,0.9728899002075195,0.8279386758804321,taro,0.5789995193481445,,,,31,0.16028116606624013
6,0.0,0.0,0.9002140760421753,0.9002140760421753,taro_same_average,0.9002140760421753,,,,0,0.0
6,0.0,0.0,0.9002140760421753,0.9002140760421753,taro_same_average,0.9002140760421753,,,,1,0.0
6,0.0,0.0,0.9002140760421753,0.9002140760421753,taro_same_average,0.9002140760421753,,,,2,0.0
6,0.0,0.0,0.9002140760421753,0.9002140760421753,taro_same_average,0.9002140760421753,,,,3,0.0
6,0.0,0.0,0.9002140760421753,0.9002140760421753,taro_same_average,0.9002140760421753,,,,4,0.0
6,0.0,0.0,0.9002140760421753,0.9002140760421753,taro_same_average,0.9002140760421753,,,,5,0.0
6,0.0,0.0,0.9002140760421753,0.9002140760421753,taro_same_average,0.9002140760421753,,,,6,0.0
6,0.0,0.0,0.9002140760421753,0.9002140760421753,taro_same_average,0.9002140760421753,,,,7,0.0
6,0.0,0.0,0.9002140760421753,0.9002140760421753,taro_same_average,0.9002140760421753,,,,8,0.0
6,0.0,0.0,0.9002140760421753,0.9002140760421753,taro_same_average,0.9002140760421753,,,,9,0.0
6,0.0,0.0,0.9002140760421753,0.9002140760421753,taro_same_average,0.9002140760421753,,,,10,0.0
6,0.0,0.0,0.9002140760421753,0.9002140760421753,taro_same_average,0.9002140760421753,,,,11,0.0
